
Entry	g_ordered-locus	g_name	PDB
Q9NSY1		BMP2K	4W9W;4W9X;5I3O;5I3R;5IKW;
Q16589		CCNG2	
Q9UK58		CCNL1	
O75150		RNF40	
Q8N1B3		CCNQ	
Q8N350		CBARP	
Q9NQ75		CASS4	2CRE;
P20248		CCNA2	1E9H;1FIN;1FVV;1GY3;1H1P;1H1Q;1H1R;1H1S;1H24;1H25;1H26;1H27;1H28;1JST;1JSU;1OGU;1OI9;1OIU;1OIY;1OKV;1OKW;1OL1;1OL2;1P5E;1PKD;1QMZ;1URC;1VYW;2BKZ;2BPM;2C4G;2C5N;2C5O;2C5V;2C5X;2C6T;2CCH;2CCI;2CJM;2I40;2IW6;2IW8;2IW9;2UUE;2UZB;2UZD;2UZE;2UZL;2V22;2WEV;2WFY;2WHB;2WIH;2WIP;2WMA;2WMB;2WPA;2WXV;2X1N;3EID;3EJ1;3EOC;3F5X;4BCK;4BCM;4BCN;4BCP;4CFM;4CFN;4CFU;4CFV;4CFW;4CFX;4EOI;4EOJ;4EOK;4EOL;4EOM;4EON;4EOO;4EOP;4EOQ;4EOR;4EOS;4FX3;5CYI;5IF1;5LMK;5NEV;6ATH;6GVA;6P3W;6Q6G;6Q6H;
Q5NE16		CTSL3P	
P0C7W6		CCDC172	
P10092		CALCB	
Q8WXQ8		CPA5	
Q8IYT3		CCDC170	
Q6ZSJ8		C1orf122	
Q8N5S3		C2orf73	
P22676		CALB2	
P21730		C5AR1	5O9H;6C1Q;6C1R;
Q01668		CACNA1D	3LV3;
A0A0U1RR11		CENPVL1	
Q9H1C7		CYSTM1	
Q4LDR2		CTXN3	
Q9NRG7		SDR39U1	4B4O;
P58513		LINC00158	
Q99895		CTRC	4H4F;
Q8NI51		CTCFL	
P49711		CTCF	1X6H;2CT1;5K5H;5K5I;5K5J;5K5L;5KKQ;5T00;5T0U;5UND;5YEF;5YEG;5YEH;5YEL;6QNX;
P0CG41		CTAGE8	
O00571		DDX3X	2I4I;2JGN;3JRV;4O2C;4O2E;4O2F;4PX9;4PXA;5E7I;5E7J;5E7M;6CZ5;6O5F;
Q9ULE3		DENND2A	
Q9GZP9		DERL2	
Q5T6F0		DCAF12	3I7P;
Q9H773		DCTPP1	
Q7Z7B7		DEFB132	
Q8TF09		DYNLRB2	
P52824		DGKQ	
Q9UPY3		DICER1	2EB1;4NGB;4NGC;4NGD;4NGF;4NGG;4NH3;4NH5;4NH6;4NHA;4WYQ;5ZAK;5ZAL;5ZAM;
O00429		DNM1L	3W6N;3W6O;3W6P;4BEJ;4H1U;4H1V;5WP9;
Q6IAN0		DHRS7B	
O14490		DLGAP1	5YPO;
Q0VDD8		DNAH14	
Q6ZPD8		DGAT2L6	
Q13627		DYRK1A	2VX3;2WO6;3ANQ;3ANR;4AZE;4MQ1;4MQ2;4NCT;4YLJ;4YLK;4YLL;4YU2;5A3X;5A4E;5A4L;5A4Q;5A4T;5A54;5AIK;6A1F;6A1G;6EIF;6EIJ;6EIL;6EIP;6EIQ;6EIR;6EIS;6EIV;6EJ4;6S11;6S14;6S17;6S1B;6S1H;6S1I;6S1J;6T6A;
O14641		DVL2	2REY;3CBX;3CBY;3CBZ;3CC0;4WIP;5LNP;5SUY;5SUZ;6IW3;6JCK;
Q92997		DVL3	
O75461		E2F6	
Q14209		E2F2	1N4M;
Q96F86		EDC3	2VC8;2WAX;2WAY;3D3J;3D3K;6S8S;
Q86XH1		IQCA1	
Q8NEX9		SDR9C7	
Q9BZQ6		EDEM3	
Q7L5Y1		ENOSF1	4A35;
P56282		POLE2	2V6Z;5VBN;
Q9NVF9		ETNK2	
Q12929		EPS8	2E8M;
Q86SJ6		DSG4	
Q9BY44		EIF2A	
Q9NR50		EIF2B3	6CAJ;6EZO;6K71;6K72;6O81;6O85;6O9Z;
P29323		EPHB2	1B4F;1F0M;2QBX;3ZFM;
Q9Y6C2		EMILIN1	2KA3;2OII;
O75354		ENTPD6	
Q14156		EFR3A	
Q96KP1		EXOC2	
Q4AE62		GTDC1	
P22732		SLC2A5	1YG1;
Q14469		HES1	2MH3;
P06865		HEXA	1QBC;2GJX;2GK1;
Q04756		HGFAC	1YBW;1YC0;2R0K;2R0L;2WUB;2WUC;3K2U;
O00479		HMGN4	
Q30201		HFE	1A6Z;1C42;1DE4;
Q4G112		HSF5	
P00738		HP	4WJG;4X0L;5HU6;6TB2;
A0A075B6Q5		IGHV3-64	
A0A0C4DH34		IGHV4-28	
P0DP04		IGHV3-43D	
Q92902		HPS1	
Q9NYY1		IL20	4DOH;
Q8NI17		IL31RA	
Q27J81		INF2	
Q3KP66		INAVA	
Q9NXR8		ING3	1X4I;
P98153		DGCR2	
Q9NRR6		INPP5E	2XSW;
P0DOX4			
P15248		IL9	
Q13325		IFIT5	3ZGQ;4HOQ;4HOR;4HOS;4HOT;4J0U;
Q5VZ72		IZUMO3	
Q8WYB5		KAT6B	5U2J;6OIE;
Q8NAB2		KBTBD3	
Q9NQ38		SPINK5	1H0Z;1HDL;1UUC;1UVF;1UVG;5YHN;
Q00978		IRF9	
Q7Z794		KRT77	
Q7Z3Y7		KRT28	
Q9UI26		IPO11	
A0A0C4DH26		IGKV6D-41	
Q8NFU5		IPMK	5W2G;5W2H;5W2I;6E7F;6M88;6M89;6M8A;6M8B;6M8C;6M8D;6M8E;
Q9NS61		KCNIP2	
Q53HC5		KLHL26	
Q12756		KIF1A	4EGX;4EJQ;4UXO;4UXP;4UXR;4UXS;
Q9BYP9		KRTAP9-9	
O95239		KIF4A	
P01597		IGKV1-39	1DGX;1F6L;3UPA;
P56696		KCNQ4	2OVC;4GOW;6N5W;
Q9P2E2		KIF17	
Q9P2G9		KLHL8	
Q14533		KRT81	
Q9UNX9		KCNJ14	
Q9UBS0		RPS6KB2	
Q14003		KCNC3	
Q7Z418		KCNK18	
Q9NZV8		KCND2	
Q9UQ05		KCNH4	
Q8N0V4		LGI2	
O43261		DLEU1	
P05162		LGALS2	1HLC;5DG1;5DG2;5EWS;
Q5VSP4		LCN1P1	
P38571		LIPA	
Q5T871		LELP1	
Q6JVE9		LCN8	
O15230		LAMA5	5XAU;
Q13751		LAMB3	
O14960		LECT2	5B0H;
O43561		LAT	
Q9UJQ1		LAMP5	
Q7Z4F1		LRP10	
Q9NPC1		LTB4R2	
Q38SD2		LRRK1	
P01701		IGLV1-51	
A0A075B6K4		IGLV3-10	
P01721		IGLV6-57	1CD0;1PEW;2CD0;5IR3;
Q9Y546		LRRC42	
Q8IV50		LYSMD2	
Q9BRA0		NAA38	
Q5XG99		LYSMD4	
Q8IVV2		LOXHD1	
A0A1B0GTW7		LMLN2	
Q8NI32		LYPD6B	
P43657		LPAR6	
Q16609		LPAL2	
Q9Y5V3		MAGED1	
P43366		MAGEB1	6R7T;
Q9UNF1		MAGED2	
Q96HR3		MED30	
P49641		MAN2A2	
O43708		GSTZ1	1FW1;
O00187		MASP2	1Q3X;1SZB;1ZJK;3TVJ;4FXG;5JPM;
P35410		MAS1L	
Q6ZN28		MACC1	
Q9UI95		MAD2L2	3ABD;3ABE;3VU7;4EXT;4GK0;4GK5;5XPT;5XPU;6BC8;6BCD;6BI7;6K07;6K08;6KEA;6NIF;
Q5U4P2		ASPHD1	
O94778		AQP8	
Q96DT6		ATG4C	
O00244		ATOX1	1FE0;1FE4;1FEE;1TL4;1TL5;2K1R;2LQ9;3CJK;3IWL;3IWX;4QOT;4YDX;4YEA;5F0W;5T7L;
Q9NTI2		ATP8A2	
Q9UHI8		ADAMTS1	2JIH;2V4B;3Q2G;3Q2H;
O75173		ADAMTS4	2RJP;3B2Z;4WK7;4WKE;4WKI;
Q9UNA0		ADAMTS5	2RJQ;3B8Z;3HY7;3HY9;3HYG;3LJT;
Q99766		DMAC2L	
P56385		ATP5ME	
Q96FH0		BORCS8	
P11586		MTHFD1	1A4I;1DIA;1DIB;1DIG;6ECP;6ECQ;6ECR;
P0C862		C1QTNF9	
Q3MJ40		CCDC144B	
P31944		CASP14	
A0A1B0GVN3		C2orf92	
Q86V15		CASZ1	
Q9NTU7		CBLN4	
Q569K6		CCDC157	
Q86SI9		C5orf38	
Q8WWF8		CAPSL	
P54284		CACNB3	
Q8TAP6		CEP76	
P58418		CLRN1	
A8MQ03		CYSRT1	
P0DMV2		CT45A9	
Q96SN8		CDK5RAP2	
Q2HXU8		CLEC12B	
Q96PZ7		CSMD1	2EHF;
Q96GX8		C16orf74	
Q9Y4K1		CRYBG1	2DAD;3CW3;
Q0P5P2		C17orf67	
Q8TCD1		C18orf32	
P15509		CSF2RA	4NKQ;4RS1;
Q96KH6		C18orf12	
Q96N68		C18orf15	
A6NJJ6		C19orf67	
Q14093		CYLC2	
O43174		CYP26A1	
Q6NT55		CYP4F22	
P58505		C21orf58	
Q8TF08		COX7B2	
Q13616		CUL1	1LDJ;1LDK;1U6G;3RTR;3TDU;3TDZ;4F52;4P5O;5V89;
O95377		GJB5	
P40313		CTRL	
O14578		CIT	
Q99708		RBBP8	2L4Z;4D2H;
Q08495		DMTN	1QZP;1ZV6;
Q0D2K5		EGFEM1P	
Q9BYC5		FUT8	2DE0;
Q10472		GALNT1	
Q8NA03		FSIP1	
P07902		GALT	1R3A;5IN3;6GQD;
Q68CZ1		RPGRIP1L	2YRB;
Q5H8C1		FREM1	
P02794		FTH1	1FHA;2CEI;2CHI;2CIH;2CLU;2CN6;2CN7;2FHA;2IU2;2Z6M;3AJO;3AJP;3AJQ;3ERZ;3ES3;4DYX;4DYY;4DYZ;4DZ0;4OYN;4Y08;4YKH;4ZJK;5CMQ;5CMR;5GN8;5GOU;5JKK;5JKL;5JKM;5N26;5N27;5UP7;5UP8;5UP9;5VTD;5XB1;5YI5;5ZND;6B8F;6B8G;6FTV;6GSR;6H5I;6H6T;6H6U;6IPC;6IPO;6IPP;6IPQ;6J4A;6J7G;6KE2;6KE4;
P63215		GNG3	
P32456		GBP2	
Q9UK08		GNG8	
O60383		GDF9	
Q99928		GABRG3	
P24046		GABRR1	
A6NDE8		GAGE12H	
Q02742		GCNT1	
O75343		GUCY1B2	
P30550		GRPR	
Q96FL9		GALNT14	
P07203		GPX1	2F8A;
Q49SQ1		GPR33	
P46091		GPR1	
A4D1Z8		GRIFIN	
Q8TAA5		GRPEL2	
Q9BZJ8		GPR61	
A6NCC3		GOLGA8O	
Q8TDV0		GPR151	
O95837		GNA14	
P32249		GPR183	
P78417		GSTO1	1EEM;3LFL;3VLN;4IS0;4YQM;4YQU;4YQV;5UEH;5V3Q;5YVN;5YVO;6MHB;6MHC;6MHD;6PNM;6PNN;6PNO;
Q96D42		HAVCR1	5DZO;5F70;
B0YJ81		HACD1	
Q13547		HDAC1	1TYI;4BKX;5ICN;
P56915		GSC	2DMU;
Q8WUI4		HDAC7	3C0Y;3C0Z;3C10;3ZNR;3ZNS;
P11169		SLC2A3	4ZW9;4ZWB;4ZWC;5C65;
Q8WW33		GTSF1	
Q93099		HGD	1EY2;1EYB;
Q15651		HMGN3	
O15347		HMGB3	2EQZ;2YQI;
P00492		HPRT1	1BZY;1D6N;1HMP;1Z7G;2VFA;3GEP;3GGC;3GGJ;4IJQ;4KN6;4RAB;4RAC;4RAD;4RAN;4RAO;4RAQ;5BRN;5BSK;5HIA;5W8V;6BNJ;
O60760		HPGDS	1IYH;1IYI;1V40;2CVD;2VCQ;2VCW;2VCX;2VCZ;2VD0;2VD1;3EE2;3KXO;3VI5;3VI7;4EC0;4EDY;4EDZ;4EE0;5AIS;5AIV;5AIX;5YWE;5YWX;5YX1;6N4E;
P23083		IGHV1-2	1WT5;
P20823		HNF1A	1IC8;2GYP;
A0A0A0MS14		IGHV1-45	
A0A0J9YVY3		IGHV7-4-1	
A0A0J9YX35		IGHV3-64D	
P52272		HNRNPM	2DGV;2DH9;2DO0;2OT8;
P17482		HOXB9	
Q9H5V7		IKZF5	
P58166		INHBE	
P01308		INS	1A7F;1AI0;1AIY;1B9E;1BEN;1EFE;1EV3;1EV6;1EVR;1FU2;1FUB;1G7A;1G7B;1GUJ;1HIQ;1HIS;1HIT;1HLS;1HTV;1HUI;1IOG;1IOH;1J73;1JCA;1JCO;1JK8;1K3M;1KMF;1LKQ;1LPH;1MHI;1MHJ;1MSO;1OS3;1OS4;1Q4V;1QIY;1QIZ;1QJ0;1RWE;1SF1;1SJT;1SJU;1T0C;1T1K;1T1P;1T1Q;1TRZ;1TYL;1TYM;1UZ9;1VKT;1W8P;1XDA;1XGL;1XW7;1ZEG;1ZEH;1ZNJ;2AIY;2C8Q;2C8R;2CEU;2G54;2G56;2H67;2HH4;2HHO;2HIU;2JMN;2JUM;2JUU;2JUV;2JV1;2JZQ;2K91;2K9R;2KJJ;2KJU;2KQP;2KQQ;2KXK;2L1Y;2L1Z;2LGB;2LWZ;2M1D;2M1E;2M2M;2M2N;2M2O;2M2P;2MLI;2MPG;2MPI;2MVC;2MVD;2N2V;2N2W;2N2X;2OLY;2OLZ;2OM0;2OM1;2OMG;2OMH;2OMI;2OMQ;2QIU;2R34;2R35;2R36;2RN5;2VJZ;2VK0;2W44;2WBY;2WC0;2WRU;2WRV;2WRW;2WRX;2WS0;2WS1;2WS4;2WS6;2WS7;3AIY;3BXQ;3E7Y;3E7Z;3EXX;3FQ9;3HYD;3I3Z;3I40;3ILG;3INC;3IR0;3JSD;3KQ6;3P2X;3P33;3Q6E;3ROV;3TT8;3U4N;3UTQ;3UTS;3UTT;3V19;3V1G;3W11;3W12;3W13;3W7Y;3W7Z;3W80;3ZI3;3ZQR;3ZS2;3ZU1;4AIY;4AJX;4AJZ;4AK0;4AKJ;4CXL;4CXN;4CY7;4EFX;4EWW;4EWX;4EWZ;4EX0;4EX1;4EXX;4EY1;4EY9;4EYD;4EYN;4EYP;4F0N;4F0O;4F1A;4F1B;4F1C;4F1D;4F1F;4F1G;4F4T;4F4V;4F51;4F8F;4FG3;4FKA;4GBC;4GBI;4GBK;4GBL;4GBN;4IUZ;4IYD;4IYF;4NIB;4OGA;4P65;4RXW;4UNE;4UNG;4UNH;4WDI;4XC4;4Y19;4Y1A;4Z76;4Z77;4Z78;5AIY;5BOQ;5BPO;5BQQ;5BTS;5C0D;5CJO;5CNY;5CO2;5CO6;5CO9;5E7W;5EMS;5EN9;5ENA;5HPR;5HPU;5HQI;5HRQ;5HYJ;5MAM;5MHD;5MT3;5MT9;5MWQ;5T7R;5UDP;5UOZ;5UQA;5URT;5URU;5USP;5USS;5USV;5UU2;5UU3;5UU4;5VIZ;5WBT;5WDM;5WOB;6B3Q;6B70;6BFC;6CE7;6CE9;6CEB;6CK2;6GNQ;6GV0;6H3M;6HN5;6P4Z;6S34;6SOF;6TYH;
P51553		IDH3G	5GRE;5GRF;5GRH;5GRI;5GRL;5YVT;
Q0D2I5		IFFO1	6ABO;
P01591		JCHAIN	
Q8IVU1		IGDCC3	
Q93033		CD101	
P01859		IGHG2	2QSC;4HAF;4HAG;4L4J;
Q8WWN9		IPCEF1	5MR1;
Q14197		MRPL58	3J7Y;3J9M;5OOL;5OOM;6NU2;6NU3;
Q86YT9		JAML	
Q9UPP2		IQSEC3	
Q9BY89		KIAA1671	
Q96PY0		PSMG3-AS1	
Q9UIJ7		AK3	1ZD8;
P58062		SPINK7	2LEO;
B1AKI9		ISM1	
Q13349		ITGAD	
Q5VZ46		KIAA1614	
Q07666		KHDRBS1	2XA6;3QHE;
Q9BQ90		KLHDC3	
Q3LI66		KRTAP6-2	
O43525		KCNQ3	5J03;
Q9P0G3		KLK14	
Q9BQ31		KCNS3	
Q9NXV2		KCTD5	3DRX;3DRY;3DRZ;
Q8IXV7		KLHDC8B	
Q07627		KRTAP1-1	
Q5VYY2		LIPM	
A0A1B0GVX0		LITAFD	
O75335		PPFIA4	
Q9BYE3		LCE3D	
Q6ISS4		LAIR2	
O60299		LZTS3	
Q538Z0		LUZP6	
Q8IZ02		LRRC34	
Q6UWQ5		LYZL1	
Q96JQ5		MS4A4A	
Q96JA4		MS4A14	
O75427		LRCH4	
Q05C16		LRRC63	
Q3C1V0		MS4A18	
Q68DH5		LMBRD2	
Q9H1C0		LPAR5	
Q96Q04		LMTK3	
O15085		ARHGEF11	1HTJ;1XCG;2DLS;3KZ1;3T06;5E6P;5JHG;5JHH;5TYT;
P26436		ACRV1	
P54709		ATP1B3	
Q8WXK1		ASB15	
P08311		CTSG	1AU8;1CGH;1KYN;1T32;
P09668		CTSH	1BZN;6CZK;6CZS;
P40123		CAP2	
Q13137		CALCOCO2	2MXP;3VVV;3VVW;4GXL;4HAN;4XKL;5AAQ;5Z7A;5Z7L;
Q8IWP9		CCDC28A	
A0A1B0GU71		CFAP97D2	
Q96PG8		BBC3	
Q5RIA9		CBWD5	
Q9NSG2		C1orf112	
Q8N535		LINC00471	
A6NN90		C2orf81	
Q96HA4		C1orf159	
Q6PK04		CCDC137	
Q03188		CENPC	5LSJ;5LSK;6MUO;6MUP;6SE6;6SEE;6SEF;
Q96M89		CCDC138	
Q99626		CDX2	5LTY;6ES2;6ES3;
Q8WUX9		CHMP7	
Q3KPI0		CEACAM21	
Q9H5L9		C5orf66	
Q9BYE9		CDHR2	5CZR;
Q70JA7		CHSY3	
P09693		CD3G	1SY6;6JXR;
C9JXX5		C11orf94	
Q99967		CITED2	1P4Q;1R8U;
Q6QEF8		CORO6	
Q8NEP4		C17orf47	
Q2UY09		COL28A1	
P53674		CRYBB1	1OKI;
P04141		CSF2	1CSG;2GMF;4NKQ;4RS1;5C7X;5D70;5D71;5D72;6BFQ;6BFS;
P10606		COX5B	5Z62;
O14548		COX7A2L	
A2RUU4		CLPSL1	
Q6UX73		C16orf89	
A6NCJ1		C19orf71	
O60676		CST8	
Q6ZWL3		CYP4V2	
Q9HB71		CACYBP	1X5M;2A25;2A26;
P13584		CYP4B1	
A8MYA2	; 	CXorf49; CXorf49B	
Q9H9E3		COG4	3HR0;
Q9UI47		CTNNA3	
Q96A23		CPNE4	
Q10586		DBP	
Q9BTV6		DPH7	
O94777		DPM2	
O00341		SLC1A7	
Q9UBC3		DNMT3B	3FLG;3QKJ;5CIU;5NR3;5NRR;5NRS;5NRV;5NV0;5NV2;5NV7;5NVO;
Q8N9I9		DTX3	
Q08426		EHHADH	
Q9UNI6		DUSP12	4JNB;4KI9;
O00148		DDX39A	
Q13202		DUSP8	4JMK;
Q14195		DPYSL3	4BKN;4CNS;4CNT;4CNU;
Q9H8V3		ECT2	3L46;4N40;6L30;
Q9NRF9		POLE3	
P33316		DUT	1Q5H;1Q5U;2HQU;3ARA;3ARN;3EHW;4MZ5;4MZ6;5H4J;
P19957		PI3	1FLE;2REL;6ATU;
Q8NCI6		GLB1L3	
Q49A17		GALNTL6	
Q9NP62		GCM1	
Q13002		GRIK2	3QXM;5CMM;
Q14330		GPR18	
P36969		GPX4	2GS3;2OBI;5H5Q;5H5R;5H5S;6ELW;
Q9UI32		GLS2	4BQM;5U0K;
O00155		GPR25	
Q99679		GPR21	
Q96P66		GPR101	
P07359		GP1BA	1GWB;1K13;1M0Z;1M10;1OOK;1P8V;1P9A;1QYY;1SQ0;1U0N;2BP3;3P72;3PMH;4C2A;4C2B;4CH2;4CH8;4MGX;4YR6;
Q86YW7		GPHB5	
P02724		GYPA	1AFO;1MSR;2KPE;2KPF;5EH4;5EH6;
Q9BZM3		GSX2	
Q15486		GUSBP1	
Q16772		GSTA3	1TDI;2VCV;
Q8N257		H2BU1	6BIZ;
A4D1E9		GTPBP10	
Q969Y2		GTPBP3	
Q9BYG8		GSDMC	
Q9NRM0		SLC2A9	
P15516		HTN3	
P0CJ70		MTRNR2L3	
P42357		HAL	
Q2TAA2		IAH1	
P01762		IGHV3-11	
P01767		IGHV3-53	
P55795		HNRNPH2	1WEZ;1WG5;6DG1;
P14652		HOXB2	
P09016		HOXD4	
Q9NYD6		HOXC10	
P52789		HK2	2NZT;5HEX;5HFU;5HG1;
Q96SY0		INTS14	
Q12905		ILF2	
Q68E01		INTS3	4OWT;4OWW;4OWX;
Q16666		IFI16	2OQ0;3B6Y;3RLN;3RLO;3RNU;4QGU;
O15327		INPP4B	
Q9Y6M1		IGF2BP2	2CQH;6ROL;
Q9Y6W8		ICOS	
P01570		IFNA14	
P17275		JUNB	
Q96S16		JMJD8	
P19827		ITIH1	6FPY;6FPZ;
Q8WWU7		ITLN2	
Q06033		ITIH3	
Q8TAC2		JOSD2	6PGV;
Q9NQX7		ITM2C	
Q8IZA0		KIAA0319L	2YRL;6IHB;6JCQ;6JCS;6NZ0;
P46940		IQGAP1	1X0H;2RR8;3FAY;3I6X;5L0O;
O60575		SPINK4	
Q8NFY9		KBTBD8	
P08729		KRT7	4XIF;
A0A0B4J1Z2		IGKV1D-43	
Q9H7L2		KIR3DX1	
Q8WZ60		KLHL6	
Q13351		KLF1	2L2I;2MBH;2N23;
Q9UKR0		KLK12	
Q9BYQ4		KRTAP9-2	
P20151		KLK2	4NFE;4NFF;
P60328		KRTAP12-3	
Q9BYP8		KRTAP17-1	
Q9BW19		KIFC1	5WDH;
Q96E93		KLRG1	3FF7;
Q52LG2		KRTAP13-2	
Q9BYS1		KRTAP1-5	
Q9BYQ7		KRTAP4-1	
Q3LI77		KRTAP13-4	
P16389		KCNA2	
Q9NSK0		KLC4	
Q6L8H4		KRTAP5-1	
Q701N4		KRTAP5-2	
Q8NHJ6		LILRB4	3P2T;6K7O;
Q5T752		LCE1D	
P51884		LUM	
Q14766		LTBP1	1KSQ;
P0DP58		LYNX1	1VYE;2L03;
Q14210		LY6D	
A0A075B6K2		IGLV3-12	
A0A087WSX0		IGLV5-45	
Q13449		LSAMP	
Q9Y5Y7		LYVE1	
Q6UY01		LRRC31	
Q96CX6		LRRC58	
A1A4G5		LNP1	
Q9Y4Y9		LSM5	3JCR;5O9Z;6AH0;6AHD;6QW6;6QX9;
O95237		LRAT	
Q03252		LMNB2	2LLL;5BNW;
A6BM72		MEGF11	
Q86X40		LRRC28	
Q99705		MCHR1	
Q14680		MELK	4BKY;4BKZ;4BL1;4D2P;4D2T;4D2V;4D2W;4IXP;4UMP;4UMQ;4UMR;4UMT;4UMU;5IH8;5IH9;5IHA;5IHC;5K00;5M5A;5MAF;5MAG;5MAH;5MAI;5TVT;5TWL;5TWU;5TWY;5TWZ;5TX3;6GVX;
Q13021		MALL	
Q8N635		MEIOB	
Q5VSG8		MANEAL	
P21439		ABCB4	6S7P;
O75366		AVIL	1UND;
O43286		B4GALT5	
Q03135		CAV1	
Q9Y646		CPQ	
O15234		CASC3	2HYI;2J0Q;2J0S;2J0U;2XB2;3EX7;5XJC;5YZG;6ICZ;
Q8IWA6		CCDC60	
Q9ULV8		CBLC	3OP0;3VRN;3VRO;3VRP;3VRQ;3VRR;
Q8IU53		CASC2	
Q8ND61		C3orf20	
Q96MC9		C1orf147	
A0A1B0GTZ2		CCDC196	
P55289		CDH12	
Q9H6E4		CCDC134	
Q8WTZ4		CA5BP1	
Q5VYM1		C9orf131	
Q9P2H0		CEP126	
Q9BXL8		CDCA4	
P33681		CD80	1DR9;1I8L;
Q96EP1		CHFR	1LGP;1LGQ;2XOC;2XOY;2XOZ;2XP0;
P14209		CD99	
Q4KMG0		CDON	3D1M;3N1F;3N1Q;
Q96IL0		COA8	
Q6UXZ3		CD300LD	
P05997		COL5A2	1A9A;
Q8N6F1		CLDN19	
Q8NCR9		CLRN3	
Q9ULY5		CLEC4E	3WH2;3WH3;
A8MUP2		CSKMT	
Q96N53		LINC00167	
Q14CZ0		C16orf72	
Q9H0A8		COMMD4	
Q2M2W7		C17orf58	
P35606		COPB2	
H3BN30		C16orf97	
A8MZG2		C16orf90	
P33261		CYP2C19	4GQS;
O15431		SLC31A1	2LS2;2LS3;2LS4;
P04632		CAPNS1	1KFU;1KFX;4PHJ;4PHK;4PHM;4WQ2;4WQ3;5D69;
P24462		CYP3A7	
Q494V2		CFAP100	
Q8TAV3		CYP2W1	
Q8NFK1		GJC3	
Q6UXB2		CXCL17	
Q2PZI1		DPY19L1	
A8MPP1		DDX11L8	
Q6NUT2		DPY19L2	
P61073		CXCR4	2K03;2K04;2K05;2N55;3ODU;3OE0;3OE6;3OE8;3OE9;4RWS;
P36382		GJA5	
P51397		DAP	
Q9NY93		DDX56	
Q99944		EGFL8	
Q8NDI1		EHBP1	2D89;
Q6P2I3		FAHD2B	
Q5VT28	; 	FAM27B; FAM27C	
O15360		FANCA	
Q14320		FAM50A	
A8MZ36		EVPLL	
Q86X51		EZHIP	
Q92636		NSMAF	
Q8N9Y4		FAM181A	6L9F;6SEN;
Q7Z4H9		FAM220A	
Q5T319		FAM182B	
A6H8Z2		FAM221B	
A0A1B0GTK4		FAM237A	
Q9Y5Q0		FADS3	
Q96A26		FAM162A	
P0C2L3		FAM163B	
Q13461		FOXE3	
Q8IVF7		FMNL3	
Q75LS8		FKBP9P1	
P31994		FCGR2B	2FCB;3WJJ;5OCC;
Q9UGM5		FETUB	6SAZ;
Q75VX8		GAREM2	
Q5JV73		FRMPD3	
Q9BUM1		G6PC3	
Q5H9T9		FSCB	
Q9NQR9		G6PC2	
Q96N19		GPR137	
P27469		G0S2	
Q6ZUT3		FRMD7	
A2A2Y4		FRMD3	
Q8WWB7		GLMP	
O75791		GRAP2	5GJH;
Q9HC44		GPBP1L1	
Q8N158		GPC2	
A6NFD8		HELT	
P49019		HCAR3	
Q9NQE9		HINT3	
Q9H6K1		ILRUN	
Q8IU57		IFNLR1	3OG4;3OG6;5IXD;5IXI;5L04;5T5W;
P38484		IFNGR2	5EH1;6E3K;6E3L;
A6NMK8		INSYN2B	
K9M1U5		IFNL4	
P07476		IVL	1EU0;
P13232		IL7	1IL7;3DI2;3DI3;
Q13099		IFT88	
P56537		EIF6	
P35475		IDUA	1Y24;3W81;3W82;4KGJ;4KGL;4KH2;4MJ2;4MJ4;4OBR;4OBS;6I6R;6I6X;
Q9GZV4		EIF5A2	
A1L1A6		IGSF23	
Q9H9V9		JMJD4	
O76095		JTB	2KJX;
Q14667		KIAA0100	
Q8IV33		KIAA0825	
Q6NV74		KIAA1211L	
O43736		ITM2A	
P05787		KRT8	
Q5VZ66		JAKMIP3	
Q14643		ITPR1	
Q96A47		ISL2	
P20155		SPINK2	2JXD;6KBR;
Q9H7Z6		KAT8	2GIV;2PQ8;2Y0M;3QAH;3TOA;3TOB;4DNC;5H43;5J8C;5J8F;5WCI;6BA2;6BA4;6CT2;6OIN;6OIO;6OIP;6OIQ;6OIR;
P02533		KRT14	3TNU;6JFV;
Q9Y573		IPP	
P35568		IRS1	1IRS;1K3A;1QQG;2Z8C;5U1M;6BNT;
Q693B1		KCTD11	
Q04695		KRT17	
Q7RTS7		KRT74	
Q96NX5		CAMK1G	2JAM;
P01593		IGKV1D-33	1AR2;1BWW;1REI;1WTL;4L1H;5XP1;
Q63ZY3		KANK2	4HBD;5YBV;
Q14145		KEAP1	1U6D;1ZGK;2FLU;3VNG;3VNH;3ZGC;3ZGD;4CXI;4CXJ;4CXT;4IFJ;4IFL;4IFN;4IN4;4IQK;4L7B;4L7C;4L7D;4N1B;4XMB;5DAD;5DAF;5F72;5GIT;5NLB;5WFL;5WFV;5WG1;5WHL;5WHO;5WIY;5X54;6FFM;6FMP;6FMQ;6HWS;6ROG;6TYM;6TYP;6UF0;
P43627		KIR2DL2	1EFX;2DL2;2DLI;
Q7Z4S6		KIF21A	5D3A;5NFD;5YBU;5YBV;
Q9NXS3		KLHL28	
Q9BYQ0		KRTAP9-8	
Q6ZMT4		KDM7A	3KV5;3KV6;3KV9;3KVA;3KVB;3U78;
Q13241		KLRD1	1B6E;3BDW;3CDG;3CII;
Q13237		PRKG2	5BV6;5C6C;5C8W;5JIX;5JIZ;6BQ8;
Q6PIU1		KCNV1	
B2RXH2		KDM4E	2W2I;
Q92764		KRT35	
